name,in-28F,pH2_s-28F,1-28F,2-28F,3-28F,4-28F,62-28F,48-28F,53-28F,65-28F,60-28F,67-28F,90-28F,85-28F,96-28F,97-28F,98-28F,106-28F,71-28F,79-28F,pH2_r-28F,pH12-28F,salt-28F
Pectobacterium carotovorum,0,0,3,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Pseudonocardia antarctica,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aeromicrobium sp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
Erwinia sp,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Serratia grimesii,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Rhodomicrobium sp,0,0,0,0,0,0,0,0,0,6,0,32,0,0,0,0,0,0,0,0,0,0,0
Bradyrhizobium sp,0,0,1,0,0,0,0,0,0,59,0,83,17,6,0,0,0,0,0,0,0,0,0
Rhodopseudomonas sp,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0
Afipia sp,0,0,0,0,0,0,1,0,0,24,0,11,0,0,0,0,0,0,0,0,0,0,0
Aliihoeflea aestuarii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,0
Brevundimonas diminuta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0
Herbaspirillum huttiense,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
Serratia odorifera,0,0,3,0,0,0,5,0,3,5,2,0,0,0,0,0,0,0,0,0,0,0,0
Novosphingobium subterraneum,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malikia sp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
Paracoccus sp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,3
Brevundimonas vesicularis,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0,0,2,0
Rhodopseudomonas palustris,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
Bradyrhizobium elkanii,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0
Agrobacterium sp,0,0,0,0,0,0,0,0,3,0,2,0,90,14,0,0,0,0,0,0,0,0,0
Methylobacterium sp,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Labrys methylaminiphilus,0,0,0,0,0,0,0,4,42,0,5,0,13,0,0,0,0,0,0,0,0,0,0
Novosphingobium sp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0
Brevundimonas sp,27,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,47,0
